images/0.jpg,5,249,90,354,RBC
images/0.jpg,210,8,323,118,RBC
images/0.jpg,158,283,256,394,RBC
images/0.jpg,83,399,166,480,RBC
images/0.jpg,534,13,635,116,RBC
images/0.jpg,409,85,499,173,RBC
images/0.jpg,247,225,360,325,RBC
images/0.jpg,268,293,381,393,RBC
images/0.jpg,84,179,192,293,RBC
images/0.jpg,155,157,263,271,RBC
images/0.jpg,150,1,256,111,RBC
images/0.jpg,333,361,433,431,RBC
images/0.jpg,1,112,90,200,RBC
images/0.jpg,383,205,625,434,WBC
images/1.jpg,68,154,165,249,RBC
images/1.jpg,1,145,66,260,RBC
images/1.jpg,207,160,334,270,RBC
images/1.jpg,435,347,540,437,RBC
images/1.jpg,535,356,639,464,RBC
images/1.jpg,446,221,550,329,RBC
images/1.jpg,509,94,640,207,RBC
images/1.jpg,456,3,560,111,RBC
images/1.jpg,354,144,458,252,RBC
images/1.jpg,169,317,277,455,RBC
images/1.jpg,64,302,166,406,RBC
images/1.jpg,74,200,176,304,RBC
images/1.jpg,141,18,217,109,RBC
images/1.jpg,316,47,409,141,RBC
images/1.jpg,356,1,465,56,RBC
images/1.jpg,35,65,128,159,RBC
images/1.jpg,66,371,181,463,RBC
images/1.jpg,247,352,462,480,WBC
images/2.jpg,323,70,433,173,RBC
images/2.jpg,441,119,572,219,RBC
images/2.jpg,119,164,231,265,RBC
images/2.jpg,1,263,89,361,RBC
images/2.jpg,451,297,563,398,RBC
images/2.jpg,308,327,420,428,RBC
images/2.jpg,65,315,165,414,RBC
images/2.jpg,490,1,590,99,RBC
images/2.jpg,284,161,384,260,RBC
images/2.jpg,93,1,296,173,WBC
images/3.jpg,243,128,388,291,WBC
images/3.jpg,300,87,334,130,Platelets
images/4.jpg,157,140,250,245,RBC
images/4.jpg,1,209,93,314,RBC
images/4.jpg,73,299,168,415,RBC
images/4.jpg,359,352,454,448,RBC
images/4.jpg,379,133,473,247,RBC
images/4.jpg,280,122,376,229,RBC
images/4.jpg,348,229,450,337,RBC
images/4.jpg,416,234,518,342,RBC
images/4.jpg,447,365,549,473,RBC
images/4.jpg,316,1,416,64,RBC
images/4.jpg,26,58,133,166,RBC
images/4.jpg,423,1,524,81,RBC
images/4.jpg,498,1,600,66,RBC
